,Job ID,Skills
111,job_6ef5eacc09633e82,Excel
112,job_6ef5eacc09633e82,Power BI
113,job_6ef5eacc09633e82,MySQL
114,job_c146192efbafa9ac,Excel
115,job_4086bfc0ed7f7f22,Cocoa
116,job_4086bfc0ed7f7f22,Tableau
117,job_4086bfc0ed7f7f22,PowerPoint
118,job_4086bfc0ed7f7f22,Excel
119,job_05ddf995d84db054,SQL
120,job_05ddf995d84db054,Power BI
121,job_ba1b40ee71a36387,AWS
122,job_ba1b40ee71a36387,Azure
123,job_ba1b40ee71a36387,Hadoop
124,job_ba1b40ee71a36387,Python
125,job_ba1b40ee71a36387,Tableau
126,job_ba1b40ee71a36387,PowerPoint
127,job_ba1b40ee71a36387,Excel
128,job_ba1b40ee71a36387,SAS
129,job_ba1b40ee71a36387,SQL
130,job_ba1b40ee71a36387,Spark
131,job_ba1b40ee71a36387,Power BI
132,job_a31451953e6b8faf,PowerPoint
133,job_a31451953e6b8faf,Office Suite
134,job_a31451953e6b8faf,Excel
135,job_96f34e2b83bd72c9,PowerPoint
136,job_96f34e2b83bd72c9,Office Suite
137,job_96f34e2b83bd72c9,Excel
138,job_96f34e2b83bd72c9,Power BI
139,job_96f34e2b83bd72c9,sap
140,job_ac7e20c01a5d63ca,R
141,job_ac7e20c01a5d63ca,Looker
142,job_ac7e20c01a5d63ca,Python
143,job_ac7e20c01a5d63ca,Jupyter Notebook
144,job_ac7e20c01a5d63ca,Snowflake
145,job_ac7e20c01a5d63ca,SQL
146,job_eaf954a39fb0dd16,Looker
147,job_eaf954a39fb0dd16,Tableau
148,job_eaf954a39fb0dd16,SQL
149,job_eaf954a39fb0dd16,Power BI
150,job_6204f60ced3c0105,PowerPoint
151,job_6204f60ced3c0105,Excel
152,job_bf8c378c0e79dfeb,Bigquery
153,job_e203e434e8248ea3,Excel
154,job_e203e434e8248ea3,SQL
155,job_04296f943f3459a9,Tableau
156,job_04296f943f3459a9,Excel
157,job_04296f943f3459a9,SQL
158,job_04296f943f3459a9,Power BI
159,job_9460992bb554048d,Python
160,job_9460992bb554048d,Tableau
161,job_9460992bb554048d,Excel
162,job_9460992bb554048d,SQL
163,job_9460992bb554048d,Power BI
164,job_5828bcef8f2c6697,R
165,job_5828bcef8f2c6697,Python
166,job_5828bcef8f2c6697,Excel
167,job_5828bcef8f2c6697,SQL
168,job_221036424d33c12c,R
169,job_221036424d33c12c,Box
170,job_221036424d33c12c,Python
171,job_221036424d33c12c,SQL
172,job_221036424d33c12c,Power BI
173,job_1809755f1243ebe1,Excel
174,job_1809755f1243ebe1,SQL
175,job_1809755f1243ebe1,Power BI
176,job_1c36b902835b3535,Office Suite
177,job_1c36b902835b3535,Excel
178,job_1c36b902835b3535,sap
179,job_a6e15c9e98234394,Excel
180,job_a6e15c9e98234394,Power BI
181,job_025f0f13c5929d66,Excel
182,job_025f0f13c5929d66,SQL
183,job_d5902c8356d2820c,SQL
184,job_00ff25121d3c7d5b,Looker
185,job_00ff25121d3c7d5b,Python
186,job_00ff25121d3c7d5b,Excel
187,job_00ff25121d3c7d5b,SQL
188,job_00ff25121d3c7d5b,Power BI
189,job_3c6a730d6fa08b33,Python
190,job_3c6a730d6fa08b33,Excel
191,job_3c6a730d6fa08b33,SQL
192,job_7a0a3530db3a176e,Looker
193,job_7a0a3530db3a176e,Google Analytics
194,job_a8474a13b2f44f48,Excel
195,job_a8474a13b2f44f48,Spark
196,job_a8474a13b2f44f48,sap
197,job_ede16ca5df770def,SQL
198,job_ede16ca5df770def,PySpark
199,job_f5079124514a51e5,R
200,job_f5079124514a51e5,AWS
201,job_f5079124514a51e5,Azure
202,job_f5079124514a51e5,Looker
203,job_f5079124514a51e5,Google Analytics
204,job_f5079124514a51e5,Python
205,job_f5079124514a51e5,Tableau
206,job_f5079124514a51e5,Excel
207,job_f5079124514a51e5,Adobe Analytics
208,job_f5079124514a51e5,SQL
209,job_f5079124514a51e5,Power BI
210,job_44e5fcd80be0eb65,Tableau
211,job_44e5fcd80be0eb65,PowerPoint
212,job_44e5fcd80be0eb65,Office Suite
213,job_44e5fcd80be0eb65,Excel
214,job_44e5fcd80be0eb65,SQL
215,job_29364f7400c51c34,Excel
216,job_1a4739987065fbb8,R
217,job_1a4739987065fbb8,Python
218,job_1a4739987065fbb8,PowerPoint
219,job_1a4739987065fbb8,SAS
220,job_1a4739987065fbb8,SQL
221,job_1a4739987065fbb8,Power BI
222,job_1a4739987065fbb8,Power BI
223,job_449724f11050066a,Google Analytics
224,job_449724f11050066a,PowerPoint
225,job_449724f11050066a,Excel
226,job_6af5c318bdb93eb4,R
227,job_6af5c318bdb93eb4,Python
228,job_6af5c318bdb93eb4,SQL
229,job_6eb96bd2e0e3e702,Python
230,job_6eb96bd2e0e3e702,Tableau
231,job_6eb96bd2e0e3e702,Sentry
232,job_6eb96bd2e0e3e702,SQL
233,job_6eb96bd2e0e3e702,Power BI
234,job_0280fce816b04d7d,Excel
235,job_112718a701ad2837,Salesforce
236,job_112718a701ad2837,Spark
237,job_00054300493df077,Metabase
238,job_00054300493df077,SQL
239,job_fa6cbf45f077ecc4,R
240,job_fa6cbf45f077ecc4,Figma
241,job_fa6cbf45f077ecc4,Python
242,job_fa6cbf45f077ecc4,Power BI
243,job_d237ae66a3e8606e,DataStage
244,job_d237ae66a3e8606e,Tableau
245,job_d237ae66a3e8606e,Power BI
246,job_d237ae66a3e8606e,SSIS
247,job_eaee412829eb1623,PowerPoint
248,job_eaee412829eb1623,Office Suite
249,job_eaee412829eb1623,Excel
250,job_81807d9d98cf8065,R
251,job_81807d9d98cf8065,Python
252,job_81807d9d98cf8065,SQL
253,job_81807d9d98cf8065,Power BI
254,job_20354bd913a70420,Google Analytics
255,job_20354bd913a70420,Python
256,job_20354bd913a70420,Tableau
257,job_20354bd913a70420,Firebase
258,job_20354bd913a70420,SAS
259,job_20354bd913a70420,SQL
260,job_20354bd913a70420,Alibaba Cloud
261,job_20354bd913a70420,Power BI
262,job_c740db1145de980b,sap
263,job_8dfe47e3cff497f5,Oracle
264,job_8dfe47e3cff497f5,Python
265,job_8dfe47e3cff497f5,Excel
266,job_8dfe47e3cff497f5,SQL
267,job_5b8114e33164efb9,Python
268,job_5b8114e33164efb9,Tableau
269,job_5b8114e33164efb9,Excel
270,job_5b8114e33164efb9,SQL
271,job_5b8114e33164efb9,Power BI
272,job_5b8114e33164efb9,Apache Superset
273,job_70d5f38abc1f35a7,Python
274,job_70d5f38abc1f35a7,Excel
275,job_70d5f38abc1f35a7,SQL
276,job_35d927ac6c0b3559,AWS
277,job_35d927ac6c0b3559,Python
278,job_35d927ac6c0b3559,SQL
279,job_35d927ac6c0b3559,Power BI
280,job_35d927ac6c0b3559,Databricks
281,job_484ecc8b28420f45,Oracle
282,job_484ecc8b28420f45,HTML
283,job_484ecc8b28420f45,Tableau
284,job_484ecc8b28420f45,SQL Server
285,job_484ecc8b28420f45,SQL
286,job_484ecc8b28420f45,sap
287,job_484ecc8b28420f45,Teradata
288,job_484ecc8b28420f45,Power BI
289,job_9e9b1e85d03067e7,Oracle
290,job_9e9b1e85d03067e7,Python
291,job_9e9b1e85d03067e7,Excel
292,job_9e9b1e85d03067e7,SQL
293,job_8b03b1862ef171ca,Excel
294,job_230669f8037373b6,R
295,job_230669f8037373b6,spotfire
296,job_230669f8037373b6,Python
297,job_230669f8037373b6,SQL
298,job_5f589ea6b6390c5c,R
299,job_5f589ea6b6390c5c,Shopify
300,job_5f589ea6b6390c5c,AWS
301,job_5f589ea6b6390c5c,Azure
302,job_5f589ea6b6390c5c,Salesforce
303,job_5f589ea6b6390c5c,Airtable
304,job_5f589ea6b6390c5c,Python
305,job_5f589ea6b6390c5c,Tableau
306,job_5f589ea6b6390c5c,MSSQL
307,job_5f589ea6b6390c5c,Excel
308,job_5f589ea6b6390c5c,SQL
309,job_5f589ea6b6390c5c,Zapier
310,job_5f589ea6b6390c5c,Power BI
311,job_7c8613cfda9d8099,Excel
312,job_7c8613cfda9d8099,SQL
313,job_a7abc86af03d5dcf,Jira
314,job_a7abc86af03d5dcf,Visio
315,job_a7abc86af03d5dcf,Confluence
316,job_d48a94b22285d119,Java
317,job_d48a94b22285d119,Jira
318,job_d48a94b22285d119,Bash
319,job_d48a94b22285d119,Perl
320,job_d48a94b22285d119,Python
321,job_d48a94b22285d119,JavaScript
322,job_d48a94b22285d119,Excel
323,job_d48a94b22285d119,PHP
324,job_8a4fa2c6611b453f,Excel
325,job_cb502fb8e4a87df6,Confluence
326,job_cb502fb8e4a87df6,SQL
327,job_cb502fb8e4a87df6,Power BI
328,job_f621358d637a11f9,Salesforce
329,job_f621358d637a11f9,Tableau
330,job_f621358d637a11f9,PowerPoint
331,job_f621358d637a11f9,Excel
332,job_f621358d637a11f9,SQL
333,job_f621358d637a11f9,Power BI
334,job_61e17c18320d3d31,PowerPoint
335,job_61e17c18320d3d31,Excel
336,job_f6d969dde11458ec,Excel
337,job_82065ee49d7546d6,R
338,job_82065ee49d7546d6,Python
339,job_82065ee49d7546d6,Tableau
340,job_82065ee49d7546d6,Excel
341,job_82065ee49d7546d6,SQL
342,job_82065ee49d7546d6,Power BI
343,job_a3bb0d63b549c4c4,Power BI
344,job_7b6fadc4a85a2e2c,Excel
345,job_3d1ccf7d0445e9fc,Oracle
346,job_3d1ccf7d0445e9fc,Python
347,job_3d1ccf7d0445e9fc,Excel
348,job_3d1ccf7d0445e9fc,SQL
349,job_4aca8507565b4b19,Azure
350,job_4aca8507565b4b19,Python
351,job_4aca8507565b4b19,SQL
352,job_4aca8507565b4b19,Power BI
353,job_4aca8507565b4b19,Databricks
354,job_ad162b5452e3b2ce,Tableau
355,job_ad162b5452e3b2ce,SQL
356,job_ad162b5452e3b2ce,sap
357,job_563af106d007cd6f,Python
358,job_563af106d007cd6f,Tableau
359,job_563af106d007cd6f,Slack
360,job_563af106d007cd6f,SQL
361,job_563af106d007cd6f,Power BI
362,job_f9328f5016702606,PowerPoint
363,job_f9328f5016702606,Excel
364,job_f9328f5016702606,Power BI
365,job_7aab7aa11b007aac,HubSpot
366,job_e0a88a9caba32b45,Office Suite
367,job_e0a88a9caba32b45,Excel
368,job_a56eba7c67ebb6ae,Excel
369,job_a56eba7c67ebb6ae,Power BI
370,job_7beca04c4487ccd5,Hadoop
371,job_7beca04c4487ccd5,Teradata
372,job_c96a4cd93b621e9b,Looker
373,job_c96a4cd93b621e9b,Python
374,job_c96a4cd93b621e9b,Tableau
375,job_c96a4cd93b621e9b,SQL
376,job_3f647c65f6b0d413,Excel
377,job_81c490771b3e4727,Java
378,job_81c490771b3e4727,Google Analytics
379,job_81c490771b3e4727,Python
380,job_81c490771b3e4727,Tableau
381,job_81c490771b3e4727,SQL
382,job_81c490771b3e4727,QlikView
383,job_81c490771b3e4727,Power BI
384,job_05169e532eb07bc2,Cassandra
385,job_05169e532eb07bc2,Hadoop
386,job_05169e532eb07bc2,Spark
387,job_05169e532eb07bc2,Bigquery
388,job_324a2c040ff631f7,Java
389,job_324a2c040ff631f7,AWS
390,job_324a2c040ff631f7,Azure
391,job_324a2c040ff631f7,Scala
392,job_324a2c040ff631f7,Hadoop
393,job_324a2c040ff631f7,GCP
394,job_324a2c040ff631f7,Python
395,job_324a2c040ff631f7,Snowflake
396,job_324a2c040ff631f7,SQL
397,job_324a2c040ff631f7,Spark
398,job_324a2c040ff631f7,PySpark
399,job_324a2c040ff631f7,Databricks
400,job_324a2c040ff631f7,Redshift
401,job_0e54d1e2f2e2421d,sap
402,job_020700952f12ab36,Excel
403,job_020700952f12ab36,SQL
404,job_020700952f12ab36,sap
405,job_f0d7bde756fc0304,R
406,job_f0d7bde756fc0304,Keras
407,job_f0d7bde756fc0304,Python
408,job_f0d7bde756fc0304,Pandas
409,job_f0d7bde756fc0304,Tensorflow
410,job_61a0e4f450af78e8,Salesforce
411,job_61a0e4f450af78e8,Excel
412,job_61a0e4f450af78e8,Power BI
413,job_a36df90b49afcb12,R
414,job_a36df90b49afcb12,Python
415,job_a36df90b49afcb12,Excel
416,job_a36df90b49afcb12,SQL
417,job_a7ee49fdf2a35b34,Hadoop
418,job_a7ee49fdf2a35b34,Python
419,job_a7ee49fdf2a35b34,JavaScript
420,job_a7ee49fdf2a35b34,Excel
421,job_a7ee49fdf2a35b34,SQL
422,job_a7ee49fdf2a35b34,Spark
423,job_9a2b356d155a530c,R
424,job_9a2b356d155a530c,spotfire
425,job_9a2b356d155a530c,Oracle
426,job_9a2b356d155a530c,Python
427,job_9a2b356d155a530c,SQL
428,job_9a2b356d155a530c,Power BI
429,job_7f59d5b8ccd03ba2,Jira
430,job_7f59d5b8ccd03ba2,Visio
431,job_7f59d5b8ccd03ba2,Confluence
432,job_8ec2e04fd9b764fd,Excel
433,job_ef53a71138b96c5e,R
434,job_ef53a71138b96c5e,Java
435,job_ef53a71138b96c5e,Jira
436,job_ef53a71138b96c5e,Git
437,job_ef53a71138b96c5e,Kubernetes
438,job_ef53a71138b96c5e,C++
439,job_ef53a71138b96c5e,Scala
440,job_ef53a71138b96c5e,Python
441,job_ef53a71138b96c5e,Confluence
442,job_ef53a71138b96c5e,Tableau
443,job_ef53a71138b96c5e,Fly
444,job_ef53a71138b96c5e,SQL
445,job_ef53a71138b96c5e,Docker
446,job_2cdd8e7e29aa2dfc,Salesforce
447,job_2cdd8e7e29aa2dfc,CSS
448,job_2cdd8e7e29aa2dfc,JavaScript
449,job_2cdd8e7e29aa2dfc,Adobe Analytics
450,job_2cdd8e7e29aa2dfc,SQL
451,job_8320ad69f6910204,Sanity
452,job_8320ad69f6910204,Jira
453,job_8320ad69f6910204,Jenkins
454,job_8320ad69f6910204,GitHub
455,job_8320ad69f6910204,Selenium
456,job_64fb9c83117000a6,AWS
457,job_64fb9c83117000a6,Python
458,job_64fb9c83117000a6,SQL
459,job_9697d444d3d9c4ef,AWS
460,job_9697d444d3d9c4ef,Azure
461,job_9697d444d3d9c4ef,Scala
462,job_9697d444d3d9c4ef,GCP
463,job_9697d444d3d9c4ef,Python
464,job_9697d444d3d9c4ef,SQL
465,job_b5e6ce93c041cb52,Power BI
466,job_554391d5e0af47e1,Excel
467,job_554391d5e0af47e1,SQL
468,job_554391d5e0af47e1,Power BI
469,job_67f0e8333f5aee01,Tableau
470,job_67f0e8333f5aee01,PowerPoint
471,job_67f0e8333f5aee01,Excel
472,job_67f0e8333f5aee01,Power BI
473,job_40688ce473e887a5,Excel
474,job_886f1728cb030112,Jira
475,job_886f1728cb030112,Confluence
476,job_886f1728cb030112,Power BI
477,job_ae1d50d20e977965,Azure
478,job_ae1d50d20e977965,Oracle
479,job_ae1d50d20e977965,SQL Server
480,job_ae1d50d20e977965,SQL
481,job_9ac3af5638e3be2c,HTML
482,job_9ac3af5638e3be2c,Python
483,job_9ac3af5638e3be2c,JavaScript
484,job_4945003deaa62f87,PowerPoint
485,job_4945003deaa62f87,Excel
486,job_4945003deaa62f87,SQL
487,job_4945003deaa62f87,Power BI
488,job_d8b96e0115c3bc6e,AWS
489,job_d8b96e0115c3bc6e,Azure
490,job_d8b96e0115c3bc6e,Hadoop
491,job_d8b96e0115c3bc6e,GCP
492,job_d8b96e0115c3bc6e,Python
493,job_d8b96e0115c3bc6e,SQL
494,job_d8b96e0115c3bc6e,Spark
495,job_ae600655b5a4ba52,Excel
496,job_ef43993abff0f2f5,Excel
497,job_ef43993abff0f2f5,SQL
498,job_47d07f37e8fae304,Looker
499,job_47d07f37e8fae304,Tableau
500,job_47d07f37e8fae304,Qlik Sense
501,job_47d07f37e8fae304,Notion
502,job_47d07f37e8fae304,SQL
503,job_47d07f37e8fae304,Power BI
504,job_ea7e8bd9a35d6913,Python
505,job_ea7e8bd9a35d6913,Power BI
506,job_a36d7de6713dfbda,HTML
507,job_a36d7de6713dfbda,CSS
508,job_a36d7de6713dfbda,JavaScript
509,job_a36d7de6713dfbda,PHP
510,job_a36d7de6713dfbda,MySQL
511,job_cff46b1a3df934e8,Tableau
512,job_cff46b1a3df934e8,Excel
513,job_cff46b1a3df934e8,Power BI
514,job_d71458d3b0967491,Cobol
515,job_ec5f7ecd3bc8c9ad,Excel
516,job_1c7f6c9bef503040,Swift
517,job_1c7f6c9bef503040,GCP
518,job_1c7f6c9bef503040,SAS
519,job_a31f33a163bfcd72,Kafka
520,job_a31f33a163bfcd72,SSIS
521,job_08218c74e29cdd55,Python
522,job_08218c74e29cdd55,SQL
523,job_08218c74e29cdd55,MySQL
524,job_08218c74e29cdd55,PostgreSQL
525,job_031e2d80eb8cef46,Looker
526,job_031e2d80eb8cef46,Excel
527,job_8f273db728018f3c,Visio
528,job_8f273db728018f3c,PowerPoint
529,job_8f273db728018f3c,Excel
530,job_8f273db728018f3c,sap
531,job_632de54e713a5770,SharePoint
532,job_632de54e713a5770,SQL
533,job_632de54e713a5770,Power BI
534,job_8eeb64d94048fe66,Excel
535,job_07b842d860d381c7,Jira
536,job_07b842d860d381c7,Oracle
537,job_07b842d860d381c7,SQL
538,job_6d82ad8b0fda5f59,Java
539,job_6d82ad8b0fda5f59,Jira
540,job_6d82ad8b0fda5f59,Bash
541,job_6d82ad8b0fda5f59,Perl
542,job_6d82ad8b0fda5f59,Python
543,job_6d82ad8b0fda5f59,JavaScript
544,job_6d82ad8b0fda5f59,Excel
545,job_6d82ad8b0fda5f59,PHP
546,job_9a84228ade0751e7,Excel
547,job_7c7197879c696644,Office Suite
548,job_7c7197879c696644,Excel
549,job_5623f0629e22fc88,Salesforce
550,job_5623f0629e22fc88,Tableau
551,job_5623f0629e22fc88,PowerPoint
552,job_5623f0629e22fc88,Excel
553,job_5623f0629e22fc88,SQL
554,job_5623f0629e22fc88,Power BI
555,job_c38318f0525e64d9,Tableau
556,job_c38318f0525e64d9,Excel
557,job_c38318f0525e64d9,SQL
558,job_c38318f0525e64d9,Power BI
559,job_dc4a87454fb65b06,Excel
560,job_fc79ba1da2240c24,Tableau
561,job_fc79ba1da2240c24,Excel
562,job_fc79ba1da2240c24,SAS
563,job_fc79ba1da2240c24,SQL
564,job_fa933a8f169c4958,Java
565,job_fa933a8f169c4958,AWS
566,job_fa933a8f169c4958,Azure
567,job_fa933a8f169c4958,Kubernetes
568,job_fa933a8f169c4958,Python
569,job_fa933a8f169c4958,Airflow
570,job_fa933a8f169c4958,SQL
571,job_fa933a8f169c4958,Spark
572,job_13c4524d1040cb26,sap
573,job_d96793dcc43c2357,Excel
574,job_d96793dcc43c2357,sap
575,job_b0f596ee960be10d,Excel
576,job_b0f596ee960be10d,sap
577,job_3151e3f8417756df,Excel
578,job_3a66496c5f73fd1d,Python
579,job_3a66496c5f73fd1d,Tableau
580,job_3a66496c5f73fd1d,Snowflake
581,job_3a66496c5f73fd1d,Excel
582,job_3a66496c5f73fd1d,SQL
583,job_3a66496c5f73fd1d,Power BI
584,job_3a66496c5f73fd1d,Apache Superset
585,job_f8a17ccadc9d2984,HTML
586,job_f8a17ccadc9d2984,Python
587,job_f8a17ccadc9d2984,JavaScript
588,job_57e733ff5455f6ea,SQL Server
589,job_57e733ff5455f6ea,SQL
590,job_7b2a78a74321afa6,Oracle
591,job_7b2a78a74321afa6,Python
592,job_7b2a78a74321afa6,Excel
593,job_7b2a78a74321afa6,SQL
594,job_e7cb5f2ef83faaa4,Cobol
595,job_415a806e12d9d435,Java
596,job_415a806e12d9d435,HTML
597,job_415a806e12d9d435,Python
598,job_415a806e12d9d435,Tableau
599,job_415a806e12d9d435,JavaScript
600,job_415a806e12d9d435,PHP
601,job_415a806e12d9d435,SQL
602,job_415a806e12d9d435,Power BI
603,job_b3e0964969d1c561,sap
604,job_83fd7b066b1ed2f8,Python
605,job_83fd7b066b1ed2f8,SQL
606,job_d824f7fe7c0ee01d,PowerPoint
607,job_d824f7fe7c0ee01d,Excel
608,job_d824f7fe7c0ee01d,sap
609,job_8cfc4a20500065a2,Hadoop
610,job_8cfc4a20500065a2,Python
611,job_8cfc4a20500065a2,Tableau
612,job_8cfc4a20500065a2,SQL
613,job_8cfc4a20500065a2,Spark
614,job_8cfc4a20500065a2,Power BI
615,job_8cfc4a20500065a2,QlikView
616,job_089d797116d5e633,Swift
617,job_33734c87004ec7d9,Oracle
618,job_33734c87004ec7d9,SQL
619,job_6b5fb3a43038a6c0,PowerPoint
620,job_6b5fb3a43038a6c0,Office Suite
621,job_6b5fb3a43038a6c0,Excel
622,job_3f899aede0b3159e,Python
623,job_3f899aede0b3159e,C#
624,job_6cc2c06f85b765ae,AWS
625,job_6cc2c06f85b765ae,Azure
626,job_6cc2c06f85b765ae,SQL
627,job_f6079e409d3af0a2,GCP
628,job_f6079e409d3af0a2,Python
629,job_f6079e409d3af0a2,Airflow
630,job_f6079e409d3af0a2,SQL
631,job_f6079e409d3af0a2,Docker
632,job_f6079e409d3af0a2,PostgreSQL
633,job_f6079e409d3af0a2,Redshift
634,job_f6079e409d3af0a2,Bigquery
635,job_de43b023dcae6bd7,AWS
636,job_de43b023dcae6bd7,Azure
637,job_de43b023dcae6bd7,NumPy
638,job_de43b023dcae6bd7,Python
639,job_de43b023dcae6bd7,SQL
640,job_de43b023dcae6bd7,Pandas
641,job_de43b023dcae6bd7,Tensorflow
642,job_de43b023dcae6bd7,Scikit
643,job_44970fa3508a6fb4,Tableau
644,job_44970fa3508a6fb4,Excel
645,job_44970fa3508a6fb4,SQL
646,job_89b83cf5da9b05ce,Python
647,job_89b83cf5da9b05ce,Tableau
648,job_89b83cf5da9b05ce,Snowflake
649,job_89b83cf5da9b05ce,Excel
650,job_89b83cf5da9b05ce,SQL
651,job_89b83cf5da9b05ce,Power BI
652,job_89b83cf5da9b05ce,Apache Superset
653,job_6bf41333d18ccc68,AWS
654,job_6bf41333d18ccc68,Azure
655,job_6bf41333d18ccc68,Flask
656,job_6bf41333d18ccc68,Git
657,job_6bf41333d18ccc68,Kubernetes
658,job_6bf41333d18ccc68,Django
659,job_6bf41333d18ccc68,Python
660,job_6bf41333d18ccc68,RESTful API
661,job_6bf41333d18ccc68,JavaScript
662,job_6bf41333d18ccc68,PyTorch
663,job_6bf41333d18ccc68,Docker
664,job_6bf41333d18ccc68,Tensorflow
665,job_6bf41333d18ccc68,HTML
666,job_6bf41333d18ccc68,CSS
667,job_5c3e276564e2b387,sap
668,job_b9d5eaa1c91dfeb8,Azure
669,job_b9d5eaa1c91dfeb8,Oracle
670,job_b9d5eaa1c91dfeb8,SQL Server
671,job_b9d5eaa1c91dfeb8,SQL
672,job_0d48cd9e9e91d5bf,Looker
673,job_0d48cd9e9e91d5bf,Google Analytics
674,job_0d48cd9e9e91d5bf,PowerPoint
675,job_0d48cd9e9e91d5bf,Excel
676,job_0d48cd9e9e91d5bf,Adobe Analytics
677,job_0d48cd9e9e91d5bf,Power BI
678,job_0c0fc1f3ac809791,PowerPoint
679,job_0c0fc1f3ac809791,Excel
680,job_0c0fc1f3ac809791,SQL
681,job_e991928196677e71,Cobol
682,job_6daf39dd33ad69c1,Salesforce
683,job_78acb89be2d28123,Java
684,job_78acb89be2d28123,AWS
685,job_78acb89be2d28123,Azure
686,job_78acb89be2d28123,Oracle
687,job_78acb89be2d28123,Hadoop
688,job_78acb89be2d28123,GCP
689,job_78acb89be2d28123,Python
690,job_78acb89be2d28123,Tableau
691,job_78acb89be2d28123,Snowflake
692,job_78acb89be2d28123,MSSQL
